Column,UDI,UDI_url,Count,Type,Description,Description_url,Download_date,Variable_name,Variable_Type,Length,Start_pos,End_pos
145,87-0.18,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,30,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_18,5.,5,954,958
146,87-0.19,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,21,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_19,5.,5,959,963
147,87-0.20,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,16,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_20,5.,5,964,968
148,87-0.21,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,10,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_21,5.,5,969,973
149,87-0.22,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,9,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_22,5.,5,974,978
150,87-0.23,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,7,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_23,5.,5,979,983
151,87-0.24,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,5,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_24,5.,5,984,988
152,87-0.25,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,3,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_25,5.,5,989,993
153,87-0.26,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,2,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_26,5.,5,994,998
154,87-0.27,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,2,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_27,5.,5,999,1003
155,87-0.28,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_0_28,5.,5,1004,1008
156,87-0.29,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
157,87-0.30,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
158,87-0.31,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
159,87-0.32,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
160,87-0.33,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
161,87-1.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,17005,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_0,5.,5,1009,1013
162,87-1.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,12822,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_1,5.,5,1014,1018
163,87-1.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,9210,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_2,5.,5,1019,1023
164,87-1.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,6377,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_3,5.,5,1024,1028
165,87-1.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,4275,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_4,5.,5,1029,1033
166,87-1.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,2673,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_5,5.,5,1034,1038
167,87-1.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1552,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_6,5.,5,1039,1043
168,87-1.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,867,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_7,5.,5,1044,1048
169,87-1.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,462,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_8,5.,5,1049,1053
170,87-1.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,237,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_9,5.,5,1054,1058
171,87-1.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,118,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_10,5.,5,1059,1063
172,87-1.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,57,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_11,5.,5,1064,1068
173,87-1.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,23,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_12,5.,5,1069,1073
174,87-1.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,12,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_13,5.,5,1074,1078
175,87-1.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,3,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_14,5.,5,1079,1083
176,87-1.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,3,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_1_15,5.,5,1084,1088
177,87-1.16,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
178,87-1.17,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
179,87-1.18,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
180,87-1.19,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
181,87-1.20,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
182,87-1.21,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
183,87-1.22,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
184,87-1.23,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
185,87-1.24,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
186,87-1.25,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
187,87-1.26,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
188,87-1.27,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
189,87-1.28,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
190,87-1.29,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
191,87-1.30,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
192,87-1.31,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
193,87-1.32,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
194,87-1.33,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,0,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,,,,,
195,87-2.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,34766,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_0,5.,5,1089,1093
196,87-2.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,25956,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_1,5.,5,1094,1098
197,87-2.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,18500,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_2,5.,5,1099,1103
198,87-2.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,13131,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_3,5.,5,1104,1108
199,87-2.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,9307,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_4,5.,5,1109,1113
200,87-2.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,6670,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_5,5.,5,1114,1118
201,87-2.6,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,4769,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_6,5.,5,1119,1123
202,87-2.7,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,3479,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_7,5.,5,1124,1128
203,87-2.8,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,2560,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_8,5.,5,1129,1133
204,87-2.9,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1927,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_9,5.,5,1134,1138
205,87-2.10,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1458,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_10,5.,5,1139,1143
206,87-2.11,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1108,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_11,5.,5,1144,1148
207,87-2.12,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,845,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_12,5.,5,1149,1153
208,87-2.13,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,668,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_13,5.,5,1154,1158
209,87-2.14,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,541,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_14,5.,5,1159,1163
210,87-2.15,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,426,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_15,5.,5,1164,1168
211,87-2.16,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,341,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_16,5.,5,1169,1173
212,87-2.17,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,273,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_17,5.,5,1174,1178
213,87-2.18,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,210,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_18,5.,5,1179,1183
214,87-2.19,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,160,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_19,5.,5,1184,1188
215,87-2.20,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,121,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_20,5.,5,1189,1193
216,87-2.21,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,97,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_21,5.,5,1194,1198
217,87-2.22,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,82,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_22,5.,5,1199,1203
218,87-2.23,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,59,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_23,5.,5,1204,1208
219,87-2.24,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,48,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_24,5.,5,1209,1213
220,87-2.25,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,37,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_25,5.,5,1214,1218
221,87-2.26,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,27,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_26,5.,5,1219,1223
222,87-2.27,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,24,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_27,5.,5,1224,1228
223,87-2.28,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,15,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_28,5.,5,1229,1233
224,87-2.29,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,13,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_29,5.,5,1234,1238
225,87-2.30,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,10,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_30,5.,5,1239,1243
226,87-2.31,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,7,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_31,5.,5,1244,1248
227,87-2.32,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,5,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_32,5.,5,1249,1253
228,87-2.33,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,3,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_2_33,5.,5,1254,1258
229,87-3.0,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,2526,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_3_0,5.,5,1259,1263
230,87-3.1,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1991,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_3_1,5.,5,1264,1268
231,87-3.2,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1461,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_3_2,5.,5,1269,1273
232,87-3.3,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,1021,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_3_3,5.,5,1274,1278
233,87-3.4,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,704,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_3_4,5.,5,1279,1283
234,87-3.5,http://biobank.ndph.ox.ac.uk/showcase/field.cgi?id=87,502,Integer,Non-cancer illness year/age first occurredUses data-coding37comprises 2 Integer-valued members in a simple list.,,2020-11-26,n_87_3_5,5.,5,1284,1288
